task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
"Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations.",instruct student individually and in group use various teaching method such as lecture discussion and demonstration,0.0117262315800445,25-2023,"Career/Technical Education Teachers, Middle School",6610.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,3.0,1.0,0.009643831858719972,0.003927657780559128,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,6.215650000000001,3.9088325,8.900421,4.53,4.3023,4.7495,100.0,,
Prepare and implement remedial programs for students requiring extra help.,prepare and implement remedial program for student require extra help,0.0028664121640108,25-2023,"Career/Technical Education Teachers, Middle School",6627.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,8.0,1.0,0.0023573811210203743,0.00036003529655124366,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,0.9374919230769231,0.2924085307692308,3.705855215384615,3.88,3.5497,4.214,90.95,78.7093,96.4647
Prepare materials and classrooms for class activities.,prepare material and classroom for class activity,0.0061236987140232,25-2023,"Career/Technical Education Teachers, Middle School",6612.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,9.0,1.0,0.005036223303998176,0.0006837033914306586,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,3.9749499999999998,2.1468065000000003,6.689856500000001,4.52,4.3136,4.7241,100.0,,
"Guide and counsel students with adjustments or academic problems, or special academic interests.",guide and counsel student with adjustment or academic problem or special academic interest,0.0033875780120128,25-2023,"Career/Technical Education Teachers, Middle School",6623.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,1.0,1.0,0.0027859958702968353,0.003403970076484522,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,,,,,,,,,
"Prepare, administer, and grade tests and assignments to evaluate students' progress.",prepare administer and grade test and assignment to evaluate student progress,0.0300973277221143,25-2023,"Career/Technical Education Teachers, Middle School",6616.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,7.0,1.0,0.024752501770714665,0.004320423558615052,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,0.5745484615384615,0.3139615461538462,1.2266568153846154,4.24,3.9424,4.545,100.0,,
Meet with other professionals to discuss individual students' needs and progress.,meet with other professional to discuss individual student need and progress,0.0037784523980143,25-2023,"Career/Technical Education Teachers, Middle School",6629.0,Core,111.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,9.0,1.0,0.0031074569322541816,0.0004218595393933835,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,0.3070457692307692,0.1405185923076923,0.6293827,3.87,3.5274,4.2225,99.51,96.2296,99.9382
"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula.",confer with other staff member to plan and schedule lesson promote learning follow approve curricula,0.0019543719300074,25-2023,"Career/Technical Education Teachers, Middle School",6634.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,9.0,1.0,0.0016073053097866484,0.0002182032100310608,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,0.4562284615384615,0.2370633230769231,1.0111468807692308,3.82,3.567,4.0702,98.98,94.5396,99.8171
Adapt teaching methods and instructional materials to meet students' varying needs and interests.,adapt teaching method and instructional material to meet student vary need and interest,0.0962853904183658,25-2023,"Career/Technical Education Teachers, Middle School",6615.0,Core,111.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,6.0,1.0,0.07918657492882322,0.0161252172212956,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,4.6025,3.200082,6.387954999999999,4.45,4.2365,4.6715,100.0,,
"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",plan and conduct activity for a balanced program of instruction demonstration and work time that provide student with opportunity to observe question and investigate,0.0841682844523198,25-2023,"Career/Technical Education Teachers, Middle School",6614.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,11.0,1.0,0.0692212820081459,0.007688687655276389,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,3.0900830769230767,1.5879900384615384,5.540996830769231,4.12,3.7815,4.4655,100.0,,
"Establish clear objectives for all lessons, units, and projects and communicate those objectives to students.",establish clear objective for all lesson unit and project and communicate those objective to student,0.0029967036260113,25-2023,"Career/Technical Education Teachers, Middle School",6613.0,Core,111.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,8.0,1.0,0.002464534808339489,0.000376400537303574,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,3.721650769230769,1.9953445461538462,6.353459053846154,4.39,4.1007,4.6881,100.0,,
Meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.,meet with parent and guardian to discuss their child progress and to determine priority for their child and their resource need,0.0054722414040207,25-2023,"Career/Technical Education Teachers, Middle School",6625.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,6.0,1.0,0.0045004548674025995,0.000916453482130452,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,0.22015884615384615,0.06272307692307692,0.9575629692307692,4.04,3.7649,4.3133,99.51,96.2296,99.9382
Prepare reports on students and activities as required by administration.,prepare report on student and activity as require by administration,0.0040390353220153,25-2023,"Career/Technical Education Teachers, Middle School",6631.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,10.0,2.0,0.0033217643068924117,0.0004058579706577737,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,1.3255419230769232,0.5281505769230769,3.2826774923076925,3.86,3.5177,4.203,100.0,,
"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",use computer audio visual aid and other equipment and material to supplement presentation,0.012898854738049,25-2023,"Career/Technical Education Teachers, Middle School",6620.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,11.0,1.0,0.01060821504459201,0.001178297334167743,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,4.520013846153846,2.7666132153846155,6.832205223076922,4.12,3.8371,4.4126,99.17,93.9456,99.8914
"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.",prepare objective and outline for course of study follow curriculum guideline or requirement of state and school,0.0078174877200297,25-2023,"Career/Technical Education Teachers, Middle School",6621.0,Core,112.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,9.0,1.0,0.006429221239146677,0.0008728128401242544,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,1.293231923076923,0.5350417307692308,3.1142944653846154,4.22,3.9277,4.504,100.0,,
"Observe and evaluate students' performance, behavior, social development, and physical health.",observe and evaluate student performance behavior social development and physical health,0.0109444828080415,25-2023,"Career/Technical Education Teachers, Middle School",6619.0,Core,111.0,07/2012,Incumbent,25,Educational Instruction and Library Occupations,9.0,1.0,0.00900090973480528,0.0012219379761739472,U.S.,14200.0,3.6,,68690,1.3,,,,,,47090,55920,63620,78270,98430,True,,3.423138076923077,1.7019730461538463,6.25903866923077,4.09,3.79,4.3919,99.83,98.7101,99.9786
"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",use computer audio visual aid and other equipment and material to supplement presentation,0.012898854738049,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6654.0,Core,135.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,11.0,1.0,0.01060821504459201,0.001178297334167743,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,3.679311538461538,2.6138691653846156,5.033503080769231,4.06,3.8621,4.2628,97.13,84.0705,99.5427
"Plan and supervise class projects, field trips, visits by guest speakers, or other experiential activities, and guide students in learning from those activities.",plan and supervise class project field trip visit by guest speaker or other experiential activity and guide student in learn from those activity,0.0042996182460163,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6665.0,Core,136.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,3.0,1.0,0.003536071681530643,0.0014401411862050078,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,0.9877688461538462,0.4283668653846153,2.2083161807692306,3.45,3.261,3.6457,93.21,82.9966,97.4725
Prepare materials and classrooms for class activities.,prepare material and classroom for class activity,0.0061236987140232,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6643.0,Core,136.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,9.0,1.0,0.005036223303998176,0.0006837033914306586,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,3.933052307692308,2.302035526923077,6.266107819230769,4.59,4.4893,4.6879,100.0,,
"Establish clear objectives for all lessons, units, and projects and communicate those objectives to students.",establish clear objective for all lesson unit and project and communicate those objective to student,0.0029967036260113,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6641.0,Core,136.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,8.0,1.0,0.002464534808339489,0.000376400537303574,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,5.263558076923077,3.5668482038461535,7.298179676923077,4.52,4.4137,4.6352,98.9,94.6299,99.7813
"Guide and counsel students with adjustment or academic problems, or special academic interests.",guide and counsel student with adjustment or academic problem or special academic interest,0.0646245651522455,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6651.0,Core,137.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,6.0,1.0,0.05314822891027918,0.010822879217540752,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,,,,,,,,,
Meet with other professionals to discuss individual students' needs and progress.,meet with other professional to discuss individual student need and progress,0.0037784523980143,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6658.0,Core,136.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,9.0,1.0,0.0031074569322541816,0.0004218595393933835,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,0.9092838461538462,0.3901393230769231,2.858507603846154,3.93,3.7242,4.1287,97.14,92.0372,99.0048
"Prepare, administer, and grade tests and assignments to evaluate students' progress.",prepare administer and grade test and assignment to evaluate student progress,0.0300973277221143,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6642.0,Core,135.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,7.0,1.0,0.024752501770714665,0.004320423558615052,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,1.9114115384615384,0.9940897923076923,3.5428684000000006,4.21,4.0378,4.3792,98.26,92.1243,99.6348
"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",plan and conduct activity for a balanced program of instruction demonstration and work time that provide student with opportunity to observe question and investigate,0.0841682844523198,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6649.0,Core,135.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,11.0,1.0,0.0692212820081459,0.007688687655276389,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,5.024159999999999,3.301190923076923,7.165125903846154,4.29,4.1444,4.4454,98.98,93.5124,99.8461
"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula.",confer with other staff member to plan and schedule lesson promote learning follow approve curricula,0.0019543719300074,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6661.0,Core,135.0,06/2010,Incumbent,25,Educational Instruction and Library Occupations,9.0,1.0,0.0016073053097866484,0.0002182032100310608,U.S.,1072540.0,1.0,,73700,0.6,,,,,,47330,57800,64580,83010,104670,True,,1.5319315384615386,0.6999407692307692,3.338653165384615,3.79,3.5193,4.0558,95.36,87.8385,98.3173
