task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper,imputed
"Maintain library of model documents, templates, or other reusable knowledge assets.",maintain library of model document template or other reusable knowledge asset,0.0229312973120871,15-1199,Business Intelligence Analysts,16135.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0188590489681635,0.0230422589792802,,,,,,,,,,,,,,,,,,,0.2402042307692307,0.0,0.0,3.41,,,100.0,,,False
Analyze technology trends to identify markets for future product development or to improve sales of existing products.,analyze technology trend to identify market for future product development or to improve sale of exist product,0.0040390353220153,15-1199,Business Intelligence Analysts,16147.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0033217643068924,0.0040585797065777,,,,,,,,,,,,,,,,,,,0.2399584615384615,0.0,0.0,3.22,,,81.82,,,False
"Communicate with customers, competitors, suppliers, professional organizations, or others to stay abreast of industry or business trends.",Communicate with customer competitor supplier professional organization or other to stay abreast of industry or business trend,0.0066448645620252,15-1199,Business Intelligence Analysts,16138.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0054648380532746,0.0066770182269505,,,,,,,,,,,,,,,,,,,0.4990542307692307,0.0,0.0,3.43,,,95.45,,,False
"Create business intelligence tools or systems, including design of related databases, spreadsheets, or outputs.",create business intelligence tool or system include design of related database spreadsheet or output,0.0819533295983114,15-1199,Business Intelligence Analysts,16144.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.067399669323721,0.0823498914657234,,,,,,,,,,,,,,,,,,,0.7807692307692308,0.0,0.0,3.7,,,95.24,,,False
"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",develop or update project plan for information technology project include information such as project objective technology system information specification schedule funding and staffing,0.01315943766205,15-1199,Information Technology Project Managers,16170.0,Core,31.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0108225224192302,0.0132231145278824,,,,,,,,,,,,,,,,,,,1.029793076923077,0.0,0.0,4.05,,,100.0,,,False
"Assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",assess current or future customer need and priority through communicate directly with customer conduct survey or other method,0.0063842816380242,15-1199,Information Technology Project Managers,16155.0,Core,31.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0052505306786364,0.0064151743749132,,,,,,,,,,,,,,,,,,,0.9949295512820512,,,4.073333333333333,,,99.20666666666666,,,True
"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",prepare project status report by collect analyzing and summarize information and trend,0.0212375083060807,15-1199,Information Technology Project Managers,16168.0,Core,31.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0174660510330151,0.021340273941038,,,,,,,,,,,,,,,,,,,1.1032253846153846,0.0,0.0,4.0,,,100.0,,,False
"Submit project deliverables, ensuring adherence to quality standards.",submit project deliverable ensure adherence to quality standard,0.0019543719300074,15-1199,Information Technology Project Managers,16152.0,Core,31.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,,,,,,,,,,,,,,,,,,,0.9092307692307692,0.0,0.0,4.25,,,95.24,,,False
Monitor or track project milestones and deliverables.,Monitor or track project milestone and deliverable,0.0036481609360138,15-1199,Information Technology Project Managers,16157.0,Core,31.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.003000303244935,0.0036658139285218,,,,,,,,,,,,,,,,,,,1.2016192307692306,0.0,0.0,4.29,,,100.0,,,False
Establish and execute a project communication plan.,establish and execute a project communication plan,0.0022149548540084,15-1199,Information Technology Project Managers,16161.0,Core,31.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0018216126844248,0.0022256727423168,,,,,,,,,,,,,,,,,,,0.8891911538461538,0.0,0.0,3.9,,,100.0,,,False
"Identify, review, or select vendors or consultants to meet project needs.",identify review or select vendor or consultant to meet project need,0.0024755377780094,15-1199,Information Technology Project Managers,16160.0,Core,31.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0020359200590631,0.0024875165943541,,,,,,,,,,,,,,,,,,,0.8365176923076922,0.0,0.0,3.95,,,100.0,,,False
Create content strategies for digital media.,create content strategy for digital medium,0.0536800823442039,15-1199,Search Marketing Strategists,20321.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0441473191754738,0.0539398335196788,,,,,,,,,,,,,,,,,,,0.5219857692307692,0.0,0.0,4.14,,,95.65,,,False
"Collaborate with web, multimedia, or art design staffs to create multimedia Web sites or other internet content that conforms to brand and company visual format.",collaborate with web multimedia or art design staff to create multimedia web site or other internet content that conform to brand and company visual format,0.0233221716980886,15-1199,Search Marketing Strategists,16193.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0191805100301209,0.0234350247573362,,,,,,,,,,,,,,,,,,,0.8931673076923076,0.0,0.0,3.39,,,100.0,,,False
"Purchase or negotiate placement of listings in local search engines, directories, or digital mapping technologies.",purchase or negotiate placement of listing in local search engine directory or digital mapping technology,0.0046904926320178,15-1199,Search Marketing Strategists,20331.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0038575327434879,0.0047131893366709,,,,,,,,,,,,,,,,,,,0.5447,0.0,0.0,3.22,,,100.0,,,False
Execute or manage social media campaigns to inform search marketing tactics.,execute or manage social medium campaign to inform search marketing tactic,0.0196740107620747,15-1199,Search Marketing Strategists,20325.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0161802067851857,0.0197692108288143,,,,,,,,,,,,,,,,,,,0.8464946153846153,0.0,0.0,3.05,,,95.65,,,False
Identify methods for interfacing Web application technologies with enterprise resource planning or other system software.,identify method for interface web application technology with enterprise resource planning or other system software,0.0345272374301312,15-1199,Search Marketing Strategists,16176.0,Supplemental,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0283957271395645,0.0346943103949391,,,,,,,,,,,,,,,,,,,0.0325580769230769,0.0,0.0,2.33,,,65.22,,,False
"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",collect and analyze web metric such as visit time on site page view per visit transaction volume and revenue traffic mix click through rate conversion rate cost per acquisition or cost per click,0.0078174877200297,15-1199,Search Marketing Strategists,16192.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0064292212391466,0.0078553155611182,,,,,,,,,,,,,,,,,,,0.7495546153846154,0.0,0.0,4.52,,,100.0,,,False
Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,combine secondary data source with keyword research to more accurately profile and satisfy user intent,0.0031269950880118,15-1199,Search Marketing Strategists,20319.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0025716884956586,0.0031421262244472,,,,,,,,,,,,,,,,,,,0.3351465384615384,0.0,0.0,4.09,,,100.0,,,False
Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,identify appropriate Key Performance Indicators kpi and report key metric from digital campaign,0.0057328243280217,15-1199,Search Marketing Strategists,20326.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0047147622420408,0.0057605647448199,,,,,,,,,,,,,,,,,,,0.3441811538461538,0.0,0.0,4.17,,,100.0,,,False
Collaborate with other marketing staff to integrate and complement marketing strategies across multiple sales channels.,collaborate with other marketing staff to integrate and complement marketing strategy across multiple sale channel,0.0072963218720277,15-1199,Search Marketing Strategists,16189.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0060006064898702,0.0073316278570437,,,,,,,,,,,,,,,,,,,1.4301753846153844,0.0,0.0,3.87,,,100.0,,,False
"Develop transactional Web applications, using Web programming software and knowledge of programming languages, such as hypertext markup language (HTML) and extensible markup language (XML).",develop transactional web application use web programming software and knowledge of programming language such as hypertext markup language HTML and extensible markup language XML,0.1027999635183906,15-1199,Search Marketing Strategists,16184.0,Supplemental,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0845442592947788,0.1032973996287055,,,,,,,,,,,,,,,,,,,1.325,0.0,0.0,3.1,,,43.48,,,False
Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,assist in set up or optimize analytic tool for track visitor behavior,0.0019543719300074,15-1199,Search Marketing Strategists,20318.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,,,,,,,,,,,,,,,,,,,0.2764215384615384,0.0,0.0,4.17,,,100.0,,,False
Implement online customer service processes to ensure positive and consistent user experiences.,implement online customer service process to ensure positive and consistent user experience,0.0050813670180193,15-1199,Search Marketing Strategists,16174.0,Supplemental,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0041789938054453,0.0051059551147268,,,,,,,,,,,,,,,,,,,0.2442038461538461,0.0,0.0,3.42,,,52.17,,,False
"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",optimize digital asset such as text graphic or multimedia asset for search engine optimization seo or for display and usability on internet connect device,0.0230615887740876,15-1199,Search Marketing Strategists,20329.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0189662026554826,0.0231731809052989,,,,,,,,,,,,,,,,,,,1.5247257692307692,0.0,0.0,4.52,,,100.0,,,False
Conduct financial modeling for online marketing programs or Web site revenue forecasting.,conduct financial modeling for online marketing program or web site revenue forecasting,0.0035178694740133,15-1199,Search Marketing Strategists,16187.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0028931495576159,0.0035348920025031,,,,,,,,,,,,,,,,,,,0.1092642307692307,0.0,0.0,3.0,,,95.65,,,False
Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,optimize shopping cart experience or web site conversion rate against Key Performance Indicators kpi,0.0117262315800445,15-1199,Search Marketing Strategists,20330.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0096438318587199,0.0117829733416773,,,,,,,,,,,,,,,,,,,0.2966992307692307,0.0,0.0,3.86,,,95.65,,,False
Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,optimize web site exposure by analyze search engine pattern to direct online placement of keyword or other content,0.0053419499420202,15-1199,Search Marketing Strategists,16190.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0043933011800834,0.005367798966764,,,,,,,,,,,,,,,,,,,1.2721565384615383,0.0,0.0,4.27,,,100.0,,,False
"Define product requirements, based on market research analysis, in collaboration with user interface design and engineering staff.",define product requirement base on market research analysis in collaboration with user interface design and engineering staff,0.0019543719300074,15-1199,Search Marketing Strategists,16177.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,,,,,,,,,,,,,,,,,,,0.1325253846153846,0.0,0.0,2.94,,,78.26,,,False
"Coordinate sales or other promotional strategies with merchandising, operations, or inventory control staff to ensure product catalogs are current, accurate, and organized for best findability against user intent.",coordinate sale or other promotional strategy with merchandising operation or inventory control staff to ensure product catalog be current accurate and organize for good findability against user intent,0.0106838998840405,15-1199,Search Marketing Strategists,16185.0,Core,23.0,07/2014,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.008786602360167,0.0107355979335282,,,,,,,,,,,,,,,,,,,0.1534615384615384,0.0,0.0,3.1,,,86.96,,,False
