task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
Operate shearing mechanisms to cut rods to specified lengths.,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1,1.0,1.0,1,1,1.0,1.0,operate shearing mechanisms to cut rods to specified lengths.,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","extruding and drawing machine setters, operators, and tenders, metal and plastic",,,,,,,Production Occupations,,22.59,46980.0,21.59,44910.0,65700.0,730.0,15.92,33120.0,21.651200000000003,45043.200000000004,15.57,32380.0,21.1752,44036.8,72390.0,490.0,,,,,2.527375384615384,0.0,,False,2.527375384615384,0.0,,False
Operate slicing or wrapping machines.,Bakers,1,1.0,1.0,1,1,1.0,1.0,operate slicing or wrapping machines.,51-3011,Bakers,bakers,,,,,,,Production Occupations,,17.62,36650.0,17.06,35490.0,231890.0,3970.0,11.62,24170.0,15.8032,32871.200000000004,12.15,25270.0,16.524,34367.200000000004,176610.0,1910.0,,,,,3.5551988461538464,0.0,,False,3.5551988461538464,0.0,,False
Operate specialized equipment to remove obstructions by backing off or severing pipes by chemical or explosive action.,"Service Unit Operators, Oil and Gas",1,1.0,1.0,1,1,1.0,1.0,operate specialized equipment to remove obstructions by backing off or severing pipes by chemical or explosive action.,47-5013,"Service Unit Operators, Oil and Gas","service unit operators, oil and gas",,,,,,,Construction and Extraction Occupations,,27.88,57980.0,26.72,55570.0,44120.0,1300.0,,,,,,,,,,,,,,,0.3584657692307692,0.0,,False,,,,False
Operate tracing attachments to duplicate contours from templates or models.,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,1.0,1.0,1,1,1.0,1.0,operate tracing attachments to duplicate contours from templates or models.,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","drilling and boring machine tool setters, operators, and tenders, metal and plastic",,,,,,,Production Occupations,,22.42,46630.0,,,5310.0,,17.06,35480.0,23.2016,48252.8,15.89,33050.0,21.610400000000002,44948.0,14840.0,60.0,,,,,0.32358923076923074,0.0,,False,1.5379288461538463,0.0,,False
"Organize, supervise, or encourage patient participation in social, educational, or recreational activities.",Psychiatric Aides,1,1.0,1.0,1,1,1.0,1.0,"organize, supervise, or encourage patient participation in social, educational, or recreational activities.",31-1133,Psychiatric Aides,psychiatric aides,,,,,,,Healthcare Support Occupations,,20.0,41590.0,17.02,35390.0,34900.0,130.0,12.59,26190.0,17.122400000000003,35618.4,11.34,23590.0,15.422400000000001,32082.4,69550.0,,,,,,2.956933846153846,0.0,,False,3.6003253846153846,0.0,,False
Overhaul and test machines or equipment to ensure operating efficiency.,"Mobile Heavy Equipment Mechanics, Except Engines",1,1.0,1.0,1,1,1.0,1.0,overhaul and test machines or equipment to ensure operating efficiency.,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","mobile heavy equipment mechanics, except engines",,,,,,,"Installation, Maintenance, and Repair Occupations",,30.76,63980.0,30.72,63890.0,180270.0,2100.0,23.45,48770.0,31.892000000000003,66327.20000000001,24.93,51860.0,33.9048,70529.6,121900.0,1940.0,,,,,1.3622884615384616,0.0,,False,2.0180453846153847,0.0,,False
Overhaul lifeboats or lifeboat gear and lower or raise lifeboats with winches or falls.,Sailors and Marine Oilers,1,1.0,1.0,1,1,1.0,1.0,overhaul lifeboats or lifeboat gear and lower or raise lifeboats with winches or falls.,53-5011,Sailors and Marine Oilers,sailors and marine oilers,,,,,,,Transportation and Material Moving Occupations,,23.85,49610.0,,,31360.0,,19.84,41260.0,26.982400000000002,56113.600000000006,,,,,30570.0,,,,,,1.8471034615384614,0.0,,False,0.30539192307692303,0.0,,False
Oversee day-to-day group activities of residents in institution.,Social and Human Service Assistants,1,1.0,1.0,1,1,1.0,1.0,oversee day-to-day group activities of residents in institution.,21-1093,Social and Human Service Assistants,social and human service assistants,,,,,,,Community and Social Service Occupations,,21.69,45120.0,19.47,40500.0,424220.0,6260.0,14.82,30830.0,20.1552,41928.8,12.23,25440.0,16.632800000000003,34598.4,359350.0,5270.0,,,,,1.6797265384615383,0.0,,False,1.5514999999999999,0.0,,False
Oversee subject enrollment to ensure that informed consent is properly obtained and documented.,Clinical Research Coordinators,1,1.0,1.0,1,1,1.0,1.0,oversee subject enrollment to ensure that informed consent is properly obtained and documented.,,Clinical Research Coordinators,clinical research coordinators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.008413846153846,0.0,,False,0.8228496153846154,0.0,,False
"Participate in contract bidding, negotiation, or administration.",Transportation Engineers,1,1.0,1.0,1,1,1.0,1.0,"participate in contract bidding, negotiation, or administration.",,Transportation Engineers,transportation engineers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13128692307692308,0.0,,False,0.13538461538461538,0.0,,False
"Patrol trap lines or nets to inspect settings, remove catch, and reset or relocate traps.",Fishing and Hunting Workers,1,1.0,1.0,1,1,1.0,1.0,"patrol trap lines or nets to inspect settings, remove catch, and reset or relocate traps.",,Fishing and Hunting Workers,fishing and hunting workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0298807692307692,0.0,,False,,,,False
Perforate well casings or sidewalls of boreholes with explosive charges.,"Service Unit Operators, Oil and Gas",1,1.0,1.0,1,1,1.0,1.0,perforate well casings or sidewalls of boreholes with explosive charges.,47-5013,"Service Unit Operators, Oil and Gas","service unit operators, oil and gas",,,,,,,Construction and Extraction Occupations,,27.88,57980.0,26.72,55570.0,44120.0,1300.0,,,,,,,,,,,,,,,0.18134653846153848,0.0,,False,,,,False
"Perform annual gynecologic exams, including pap smears and breast exams.",Midwives,1,1.0,1.0,1,1,1.0,1.0,"perform annual gynecologic exams, including pap smears and breast exams.",,Midwives,midwives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2327992307692308,0.0,,False,,,,False
"Perform basic maintenance, such as cleaning and lubricating machine parts.","Tool Grinders, Filers, and Sharpeners",1,1.0,1.0,1,1,1.0,1.0,"perform basic maintenance, such as cleaning and lubricating machine parts.",51-4194,"Tool Grinders, Filers, and Sharpeners","tool grinders, filers, and sharpeners",,,,,,,Production Occupations,,23.54,48970.0,,,5730.0,,17.09,35550.0,23.2424,48348.0,11.12,23130.0,15.1232,31456.800000000003,10220.0,,,,,,1.873665,0.0,,False,2.2077515384615385,0.0,,False
"Perform basic screening procedures, such as pure tone screening, otoacoustic screening, immittance screening, and screening of ear canal status using otoscope.",Hearing Aid Specialists,1,1.0,1.0,1,1,1.0,1.0,"perform basic screening procedures, such as pure tone screening, otoacoustic screening, immittance screening, and screening of ear canal status using otoscope.",29-2092,Hearing Aid Specialists,hearing aid specialists,,,,,,,Healthcare Practitioners and Technical Occupations,,29.6,61560.0,22.94,47710.0,10580.0,250.0,23.85,49600.0,32.43600000000001,67456.0,26.38,54870.0,35.8768,74623.20000000001,5920.0,,,,,,6.255348846153847,0.0,,False,,,,False
Perform electron microscopy or mass spectrometry to analyze specimens.,Histotechnologists,1,1.0,1.0,1,1,1.0,1.0,perform electron microscopy or mass spectrometry to analyze specimens.,,Histotechnologists,histotechnologists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5392307692307693,0.0,,False,,,,False
"Perform emergency cardiac care, such as cardioversion and manual defibrillation.",Paramedics,1,1.0,1.0,1,1,1.0,1.0,"perform emergency cardiac care, such as cardioversion and manual defibrillation.",29-2043,Paramedics,paramedics,,,,,,,Healthcare Practitioners and Technical Occupations,,28.08,58410.0,30.49,63430.0,99530.0,990.0,,,,,,,,,,,,,,,,,,False,,,,False
"Perform emergency diagnostic and treatment procedures, such as stomach suction, airway management, or heart monitoring, during ambulance ride.",Emergency Medical Technicians,1,1.0,1.0,1,1,1.0,1.0,"perform emergency diagnostic and treatment procedures, such as stomach suction, airway management, or heart monitoring, during ambulance ride.",29-2042,Emergency Medical Technicians,emergency medical technicians,,,,,,,Healthcare Practitioners and Technical Occupations,,19.88,41340.0,17.76,36940.0,177980.0,1360.0,,,,,,,,,,,,,,,,,,False,,,,False
Perform emergency invasive intervention before delivering patient to an acute care facility.,Paramedics,1,1.0,1.0,1,1,1.0,1.0,perform emergency invasive intervention before delivering patient to an acute care facility.,29-2043,Paramedics,paramedics,,,,,,,Healthcare Practitioners and Technical Occupations,,28.08,58410.0,30.49,63430.0,99530.0,990.0,,,,,,,,,,,,,,,,,,False,,,,False
"Perform emergency medical procedures, such as basic cardiac life support (BLS), advanced cardiac life support (ACLS), and other condition-stabilizing interventions.",Acute Care Nurses,1,1.0,1.0,1,1,1.0,1.0,"perform emergency medical procedures, such as basic cardiac life support (bls), advanced cardiac life support (acls), and other condition-stabilizing interventions.",,Acute Care Nurses,acute care nurses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3112088461538462,0.0,,False,,,,False
Perform emergency pharmacological interventions.,Paramedics,1,1.0,1.0,1,1,1.0,1.0,perform emergency pharmacological interventions.,29-2043,Paramedics,paramedics,,,,,,,Healthcare Practitioners and Technical Occupations,,28.08,58410.0,30.49,63430.0,99530.0,990.0,,,,,,,,,,,,,,,,,,False,,,,False
Perform emergency resuscitations on patients.,Emergency Medicine Physicians,1,1.0,1.0,1,1,1.0,1.0,perform emergency resuscitations on patients.,29-1214,Emergency Medicine Physicians,emergency medicine physicians,,,,,,,Healthcare Practitioners and Technical Occupations,,,,66.12,137530.0,33680.0,,,,,,,,,,,,,,,,,,,False,,,,False
"Perform equipment maintenance tasks such as replacing needles, sanding rough areas of needles, or cleaning and oiling sewing machines.",Sewing Machine Operators,1,1.0,1.0,1,1,1.0,1.0,"perform equipment maintenance tasks such as replacing needles, sanding rough areas of needles, or cleaning and oiling sewing machines.",51-6031,Sewing Machine Operators,sewing machine operators,,,,,,,Production Occupations,,17.31,36000.0,18.02,37480.0,109590.0,1150.0,10.84,22550.0,14.742400000000002,30668.000000000004,10.85,22570.0,14.756,30695.2,141520.0,930.0,,,,,1.3080792307692308,0.0,,False,2.424245384615385,0.0,,False
"Perform equipment maintenance, such as cleaning tanks and lubricating moving parts of conveyors.","Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1,1.0,1.0,1,1,1.0,1.0,"perform equipment maintenance, such as cleaning tanks and lubricating moving parts of conveyors.",51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","plating machine setters, operators, and tenders, metal and plastic",,,,,,,Production Occupations,,20.0,41600.0,22.25,46280.0,31510.0,180.0,,,,,,,,,,,,,,,0.5772030769230769,0.0,,False,,,,False
"Perform general warehouse activities, such as opening containers and crates, filling warehouse orders, assisting in taking inventory, and weighing and checking materials.","Tank Car, Truck, and Ship Loaders",1,1.0,1.0,1,1,1.0,1.0,"perform general warehouse activities, such as opening containers and crates, filling warehouse orders, assisting in taking inventory, and weighing and checking materials.",53-7121,"Tank Car, Truck, and Ship Loaders","tank car, truck, and ship loaders",,,,,,,Transportation and Material Moving Occupations,,27.92,58070.0,22.86,47540.0,10920.0,40.0,17.63,36660.0,23.9768,49857.600000000006,,,,,11960.0,,,,,,2.3324053846153845,0.0,,False,1.9186376923076924,0.0,,False
"Perform highly skilled hand finishing binding operations, such as grooving or lettering.",Print Binding and Finishing Workers,1,1.0,1.0,1,1,1.0,1.0,"perform highly skilled hand finishing binding operations, such as grooving or lettering.",51-5113,Print Binding and Finishing Workers,print binding and finishing workers,,,,,,,Production Occupations,,19.14,39820.0,18.43,38330.0,36470.0,810.0,14.55,30260.0,19.788000000000004,41153.600000000006,13.06,27170.0,17.7616,36951.200000000004,52380.0,1120.0,,,,,0.7937323076923077,0.0,,False,0.7937323076923077,0.0,,False
Perform laboratory analyses or physical inspections of samples to detect disease or to assess purity or cleanliness.,Occupational Health and Safety Specialists,1,1.0,1.0,1,1,1.0,1.0,perform laboratory analyses or physical inspections of samples to detect disease or to assess purity or cleanliness.,19-5011,Occupational Health and Safety Specialists,occupational health and safety specialists,,,,,,,"Life, Physical, and Social Science Occupations",,40.34,83910.0,41.83,87000.0,128430.0,1100.0,33.75,70210.0,45.900000000000006,95485.6,31.4,65300.0,42.704,88808.0,70220.0,750.0,,,,,0.021148076923076922,0.0,,False,0.21875,0.0,,False
"Perform legal and ethical duties, including preparing safety or accident reports, obtaining written consent from patient to perform invasive procedures, or reporting symptoms of abuse or neglect.",Diagnostic Medical Sonographers,1,1.0,1.0,1,1,1.0,1.0,"perform legal and ethical duties, including preparing safety or accident reports, obtaining written consent from patient to perform invasive procedures, or reporting symptoms of abuse or neglect.",29-2032,Diagnostic Medical Sonographers,diagnostic medical sonographers,,,,,,,Healthcare Practitioners and Technical Occupations,,42.95,89340.0,43.82,91140.0,86460.0,660.0,33.16,68970.0,45.0976,93799.20000000001,35.39,73610.0,48.1304,100109.6,61250.0,520.0,,,,,1.6239138461538463,0.0,,False,1.6239138461538463,0.0,,False
"Perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts.",Textile Bleaching and Dyeing Machine Operators and Tenders,1,1.0,1.0,1,1,1.0,1.0,"perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts.",51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,textile bleaching and dyeing machine operators and tenders,,,,,,,Production Occupations,,17.94,37320.0,,,5820.0,,12.66,26340.0,17.2176,35822.4,12.82,26670.0,17.435200000000002,36271.200000000004,11630.0,80.0,,,,,0.4765919230769231,0.0,,False,1.32442,0.0,,False
Perform maintenance work such as cleaning and oiling machines.,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1,1.0,1.0,1,1,1.0,1.0,perform maintenance work such as cleaning and oiling machines.,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,,,,,,Production Occupations,,19.82,41230.0,22.03,45820.0,154820.0,2830.0,14.11,29340.0,19.189600000000002,39902.4,13.83,28770.0,18.8088,39127.200000000004,135550.0,2170.0,,,,,1.6029173076923076,0.0,,False,0.75819,0.0,,False
"Perform medical procedures, such as administering oxygen, inserting and removing airways, taking vital signs, or giving emergency treatment, such as first aid or cardiopulmonary resuscitation (CPR).",Diagnostic Medical Sonographers,1,1.0,1.0,1,1,1.0,1.0,"perform medical procedures, such as administering oxygen, inserting and removing airways, taking vital signs, or giving emergency treatment, such as first aid or cardiopulmonary resuscitation (cpr).",29-2032,Diagnostic Medical Sonographers,diagnostic medical sonographers,,,,,,,Healthcare Practitioners and Technical Occupations,,42.95,89340.0,43.82,91140.0,86460.0,660.0,33.16,68970.0,45.0976,93799.20000000001,35.39,73610.0,48.1304,100109.6,61250.0,520.0,,,,,0.7918707692307693,0.0,,False,0.7918707692307693,0.0,,False
