task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
Assist students who need extra help with their coursework outside of class.,assist students who need extra help with their coursework outside of class,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,2.0,0.13571710429051137,0.08352818879989118,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.5609615384615385,4.11,94.33,False,0.4617607692307692,4.07,99.66,False
"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",conduct research in a particular field of knowledge and publish findings in professional journals books or electronic media,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,29.0,0.018294155123799293,0.0007765024577657145,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,1.4039003846153846,3.81,80.63,False,1.2882973076923077,4.03,79.31,False
Perform administrative duties such as serving as department head.,perform administrative duties such as serving as department head,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Supplemental,118.0,Incumbent,32.0,0.0032972023769637956,0.00012683061583055428,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.6465888461538462,3.12,64.4,False,1.3850415384615384,3.31,47.59,False
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,34.0,0.05828602911536061,0.0021101533958298134,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.3893469230769231,4.16,99.68,False,0.3939180769230769,4.45,100.0,False
"Initiate, facilitate, and moderate classroom discussions.",initiate facilitate and moderate classroom discussions,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,33.0,0.030100266860669835,0.0011227546988871093,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,1.19143,4.27,100.0,False,1.080124230769231,4.19,98.17,False
Collaborate with colleagues to address teaching and research issues.,collaborate with colleagues to address teaching and research issues,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,33.0,0.010104329864889143,0.00037689645369001816,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,1.37417,4.23,100.0,False,0.7307930769230769,3.77,100.0,False
"Supervise undergraduate or graduate teaching, internship, and research work.",supervise undergraduate or graduate teaching internship and research work,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,110.0,Incumbent,33.0,0.0058498751849358115,0.0002182032100310628,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,1.3907511538461539,4.26,92.22,False,0.8555653846153847,4.35,98.75,False
Compile bibliographies of specialized materials for outside reading assignments.,compile bibliographies of specialized materials for outside reading assignments,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Supplemental,110.0,Incumbent,34.0,0.006594404753927591,0.0002387399827398669,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,0.08204153846153847,2.71,69.66,False,0.09949307692307693,2.79,81.77,False
Perform administrative duties such as serving as department head.,perform administrative duties such as serving as department head,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Supplemental,110.0,Incumbent,32.0,0.0032972023769637956,0.00012683061583055428,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,2.112435,3.54,51.57,False,1.1862888461538463,3.09,63.62,False
"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",serve on academic or administrative committees that deal with institutional policies departmental matters and academic issues,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,34.0,0.0030844796429661215,0.00011166870160413091,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,0.3083757692307692,3.26,96.05,False,0.2327626923076923,3.15,99.82,False
"Initiate, facilitate, and moderate classroom discussions.",initiate facilitate and moderate classroom discussions,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,33.0,0.030100266860669835,0.0011227546988871093,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,1.3908246153846153,4.21,100.0,False,0.5236215384615385,3.89,96.81,False
"Evaluate and grade students' class work, assignments, and papers.",evaluate and grade students class work assignments and papers,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,21.0,0.07445295689918331,0.004364064200621272,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,1.0620369230769233,4.41,100.0,False,0.44386769230769235,4.28,96.81,False
"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",keep abreast of developments in the field by reading current literature talking with colleagues and participating in professional conferences,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,29.0,0.021165912032767825,0.0008983952854382409,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,1.2216219230769232,4.31,100.0,False,1.495285,4.47,100.0,False
"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",plan evaluate and revise curricula course content and course materials and methods of instruction,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,13.0,0.05435065853640387,0.005146238784271089,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,0.27813846153846156,4.14,100.0,False,0.12567461538461538,3.65,100.0,False
Act as advisers to student organizations.,act as advisers to student organizations,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Supplemental,111.0,Incumbent,34.0,0.005530791083939299,0.00020023353391085714,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,0.32329115384615387,3.47,84.74,False,0.15714192307692307,2.65,74.64,False
Participate in campus and community events.,participate in campus and community events,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Supplemental,110.0,Incumbent,32.0,0.00638168201993,0.0002454786112849466,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,0.15375,2.89,97.6,False,0.20330076923076923,2.89,96.14,False
"Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media.",conduct research in a particular field of knowledge and publish findings in books professional journals or electronic media,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,2.0,0.011593389002872786,0.0071352449680157515,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,1.4917734615384615,3.81,89.58,False,2.2166615384615387,4.61,99.0,False
Provide professional consulting services to government or industry.,provide professional consulting services to government or industry,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Supplemental,110.0,Incumbent,33.0,0.05158526299443417,0.0019241555793648342,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,0.041406153846153856,2.82,81.07,False,0.1549819230769231,2.87,91.32,False
"Prepare course materials such as syllabi, homework assignments, and handouts.",prepare course materials such as syllabi homework assignments and handouts,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,33.0,0.01276336403986,0.000476079730976866,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.20000000001,42.4375,88270.0,57.715,120047.20000000001,1660.0,16.0,0.0008496155781361614,0.0006693824468797215,0.0012038000050182507,0.0008495680477457243,1.3893992307692309,4.68,100.0,False,0.35856,4.15,96.81,False
