task,task_normalized,soc_code_2010,title,freq_mean,importance,relevance,tot_emp_nat,tot_emp_ut
Inspect markers to verify accurate installation.,inspect markers to verify accurate installation,47-4051,Highway Maintenance Workers,0.7288961538461538,3.77,57.05,142300.0,920.0
Apply poisons along roadsides and in animal burrows to eliminate unwanted roadside vegetation and rodents.,apply poisons along roadsides and in animal burrows to eliminate unwanted roadside vegetation and rodents,47-4051,Highway Maintenance Workers,0.079815,3.08,46.59,142300.0,920.0
"Apply oil to road surfaces, using sprayers.",apply oil to road surfaces using sprayers,47-4051,Highway Maintenance Workers,0.1127961538461538,3.27,33.33,142300.0,920.0
"Paint traffic control lines and place pavement traffic messages, by hand or using machines.",paint traffic control lines and place pavement traffic messages by hand or using machines,47-4051,Highway Maintenance Workers,0.6242965384615384,3.43,36.06,142300.0,920.0
Place and remove snow fences used to prevent the accumulation of drifting snow on highways.,place and remove snow fences used to prevent the accumulation of drifting snow on highways,47-4051,Highway Maintenance Workers,0.339785,3.26,51.02,142300.0,920.0
Perform preventative maintenance on vehicles and heavy equipment.,perform preventative maintenance on vehicles and heavy equipment,47-4051,Highway Maintenance Workers,0.8667615384615386,4.34,98.76,142300.0,920.0
"Drive heavy equipment and vehicles with adjustable attachments to sweep debris from paved surfaces, mow grass and weeds, remove snow and ice, and spread salt and sand.",drive heavy equipment and vehicles with adjustable attachments to sweep debris from paved surfaces mow grass and weeds remove snow and ice and spread salt and sand,47-4051,Highway Maintenance Workers,1.709569230769231,4.23,94.4,142300.0,920.0
Blend compounds to form adhesive mixtures used for marker installation.,blend compounds to form adhesive mixtures used for marker installation,47-4051,Highway Maintenance Workers,0.1235957692307692,2.79,37.26,142300.0,920.0
"Perform roadside landscaping work, such as clearing weeds and brush, and planting and trimming trees.",perform roadside landscaping work such as clearing weeds and brush and planting and trimming trees,47-4051,Highway Maintenance Workers,0.2687503846153846,3.22,86.07,142300.0,920.0
"Measure and mark locations for installation of markers, using tape, string, or chalk.",measure and mark locations for installation of markers using tape string or chalk,47-4051,Highway Maintenance Workers,1.369715,3.27,60.67,142300.0,920.0
"Remove litter and debris from roadways, including debris from rock and mud slides.",remove litter and debris from roadways including debris from rock and mud slides,47-4051,Highway Maintenance Workers,0.5962557692307693,3.68,76.47,142300.0,920.0
"Erect, install, or repair guardrails, road shoulders, berms, highway markers, warning signals, and highway lighting, using hand tools and power tools.",erect install or repair guardrails road shoulders berms highway markers warning signals and highway lighting using hand tools and power tools,47-4051,Highway Maintenance Workers,0.232475,3.57,86.53,142300.0,920.0
"Haul and spread sand, gravel, and clay to fill washouts and repair road shoulders.",haul and spread sand gravel and clay to fill washouts and repair road shoulders,47-4051,Highway Maintenance Workers,0.277371923076923,3.85,97.8,142300.0,920.0
"Clean and clear debris from culverts, catch basins, drop inlets, ditches, and other drain structures.",clean and clear debris from culverts catch basins drop inlets ditches and other drain structures,47-4051,Highway Maintenance Workers,0.2456019230769231,3.68,99.07,142300.0,920.0
"Inspect, clean, and repair drainage systems, bridges, tunnels, and other structures.",inspect clean and repair drainage systems bridges tunnels and other structures,47-4051,Highway Maintenance Workers,0.2395130769230768,3.52,94.74,142300.0,920.0
Drive trucks to transport crews and equipment to work sites.,drive trucks to transport crews and equipment to work sites,47-4051,Highway Maintenance Workers,1.0699311538461538,4.09,89.12,142300.0,920.0
"Dump, spread, and tamp asphalt, using pneumatic tampers, to repair joints and patch broken pavement.",dump spread and tamp asphalt using pneumatic tampers to repair joints and patch broken pavement,47-4051,Highway Maintenance Workers,0.7508253846153847,3.73,83.63,142300.0,920.0
Set out signs and cones around work areas to divert traffic.,set out signs and cones around work areas to divert traffic,47-4051,Highway Maintenance Workers,1.0601665384615386,4.54,100.0,142300.0,920.0
Flag motorists to warn them of obstacles or repair work ahead.,flag motorists to warn them of obstacles or repair work ahead,47-4051,Highway Maintenance Workers,0.4098523076923077,4.55,99.07,142300.0,920.0
"Drive graders, tamping machines, brooms, or ballast spreading machines to redistribute gravel or ballast between rails.",drive graders tamping machines brooms or ballast spreading machines to redistribute gravel or ballast between rails,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.9437773076923076,3.8,55.15,14470.0,140.0
Operate single- or multiple-head spike pullers to pull old spikes from ties.,operate single or multiplehead spike pullers to pull old spikes from ties,47-4061,Rail-Track Laying and Maintenance Equipment Operators,1.010858846153846,3.53,76.32,14470.0,140.0
"Drive vehicles that automatically move and lay tracks or rails over sections of track to be constructed, repaired, or maintained.",drive vehicles that automatically move and lay tracks or rails over sections of track to be constructed repaired or maintained,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.5131961538461538,3.75,40.83,14470.0,140.0
"Turn wheels of machines, using lever controls, to adjust guidelines for track alignments or grades, following specifications.",turn wheels of machines using lever controls to adjust guidelines for track alignments or grades following specifications,47-4061,Rail-Track Laying and Maintenance Equipment Operators,1.0229130769230768,3.53,45.12,14470.0,140.0
"Spray ties, fishplates, or joints with oil to protect them from weathering.",spray ties fishplates or joints with oil to protect them from weathering,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.8378511538461539,3.19,53.12,14470.0,140.0
"Paint railroad signs, such as speed limits or gate-crossing warnings.",paint railroad signs such as speed limits or gatecrossing warnings,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.7933419230769231,3.43,46.81,14470.0,140.0
String and attach wire-guidelines machine to rails so that tracks or rails can be aligned or leveled.,string and attach wireguidelines machine to rails so that tracks or rails can be aligned or leveled,47-4061,Rail-Track Laying and Maintenance Equipment Operators,1.2100942307692308,3.98,49.67,14470.0,140.0
Operate tie-adzing machines to cut ties and permit insertion of fishplates that hold rails.,operate tieadzing machines to cut ties and permit insertion of fishplates that hold rails,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.5149596153846154,3.45,40.06,14470.0,140.0
"Clean, grade, or level ballast on railroad tracks.",clean grade or level ballast on railroad tracks,47-4061,Rail-Track Laying and Maintenance Equipment Operators,1.045925,3.85,78.37,14470.0,140.0
"Weld sections of track together, such as switch points and frogs.",weld sections of track together such as switch points and frogs,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.4575546153846154,4.17,67.65,14470.0,140.0
Push controls to close grasping devices on track or rail sections so that they can be raised or moved.,push controls to close grasping devices on track or rail sections so that they can be raised or moved,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.7033853846153846,3.52,48.59,14470.0,140.0
Clean or make minor repairs to machines or equipment.,clean or make minor repairs to machines or equipment,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.9991376923076922,3.68,84.52,14470.0,140.0
Engage mechanisms that lay tracks or rails to specified gauges.,engage mechanisms that lay tracks or rails to specified gauges,47-4061,Rail-Track Laying and Maintenance Equipment Operators,1.1054942307692306,3.81,61.61,14470.0,140.0
Clean tracks or clear ice or snow from tracks or switch boxes.,clean tracks or clear ice or snow from tracks or switch boxes,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.674355,3.9,88.8,14470.0,140.0
Patrol assigned track sections so that damaged or broken track can be located and reported.,patrol assigned track sections so that damaged or broken track can be located and reported,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.9392476923076924,4.5,88.9,14470.0,140.0
Operate single- or multiple-head spike driving machines to drive spikes into ties and secure rails.,operate single or multiplehead spike driving machines to drive spikes into ties and secure rails,47-4061,Rail-Track Laying and Maintenance Equipment Operators,1.0802699999999998,4.08,72.78,14470.0,140.0
"Repair or adjust track switches, using wrenches and replacement parts.",repair or adjust track switches using wrenches and replacement parts,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.8896407692307693,4.29,99.79,14470.0,140.0
"Lubricate machines, change oil, or fill hydraulic reservoirs to specified levels.",lubricate machines change oil or fill hydraulic reservoirs to specified levels,47-4061,Rail-Track Laying and Maintenance Equipment Operators,1.3020238461538465,3.92,84.88,14470.0,140.0
